Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Type ID,Year
Oceania Tour: Stage 03,594,Closed Qualifier #1,1154,Upper Semifinals,5818,2021
Oceania Tour: Stage 03,594,Closed Qualifier #2,1156,Lower Bracket Round 1,6593,2021
Oceania Tour: Stage 03,594,Closed Qualifier #2,1156,Lower Bracket Round 2,6594,2021
Oceania Tour: Stage 03,594,Closed Qualifier #2,1156,Upper Bracket Quarterfinals,6591,2021
Oceania Tour: Stage 03,594,Closed Qualifier #2,1156,Upper Bracket Semifinals,6592,2021
Oceania Tour: Stage 03,594,Finals,1157,Grand Final,6816,2021
Oceania Tour: Stage 03,594,Finals,1157,Lower Final,6820,2021
Oceania Tour: Stage 03,594,Finals,1157,Lower Round 1,6817,2021
Oceania Tour: Stage 03,594,Finals,1157,Lower Round 2,6818,2021
Oceania Tour: Stage 03,594,Finals,1157,Lower Round 3,6819,2021
Oceania Tour: Stage 03,594,Finals,1157,Upper Final,6815,2021
Oceania Tour: Stage 03,594,Finals,1157,Upper Quarterfinals,6813,2021
Oceania Tour: Stage 03,594,Finals,1157,Upper Semifinals,6814,2021
Oceania Tour: Stage 03,594,Open Qualifier #1,1153,3rd Place Match,5515,2021
Oceania Tour: Stage 03,594,Open Qualifier #1,1153,5th-6th Decider Match,5590,2021
Oceania Tour: Stage 03,594,Open Qualifier #1,1153,7th-8th Decider Match,5591,2021
Oceania Tour: Stage 03,594,Open Qualifier #1,1153,Grand Final,5516,2021
Oceania Tour: Stage 03,594,Open Qualifier #1,1153,Quarterfinals,5513,2021
Oceania Tour: Stage 03,594,Open Qualifier #1,1153,Round of 16,5512,2021
Oceania Tour: Stage 03,594,Open Qualifier #1,1153,Secondary Semifinals,5589,2021
Oceania Tour: Stage 03,594,Open Qualifier #1,1153,Semifinals,5514,2021
Oceania Tour: Stage 03,594,Open Qualifier #2,1155,Consolation Final,6113,2021
Oceania Tour: Stage 03,594,Open Qualifier #2,1155,Grand Finals,6112,2021
Oceania Tour: Stage 03,594,Open Qualifier #2,1155,Quarterfinals,6110,2021
Oceania Tour: Stage 03,594,Open Qualifier #2,1155,Round of 16,6109,2021
Oceania Tour: Stage 03,594,Open Qualifier #2,1155,Semifinals,6111,2021
Strike Arabia Championship: Finals,450,All Stages,,All Match Types,,2021
Strike Arabia Championship: Finals,450,Main Event,897,Grand Finals,7354,2021
Strike Arabia Championship: Finals,450,Main Event,897,Lower Bracket Finals,7353,2021
Strike Arabia Championship: Finals,450,Main Event,897,Lower Bracket Round 1,7350,2021
Strike Arabia Championship: Finals,450,Main Event,897,Lower Bracket Round 2,7351,2021
Strike Arabia Championship: Finals,450,Main Event,897,Lower Bracket Round 3,7352,2021
Strike Arabia Championship: Finals,450,Main Event,897,Upper Bracket Quarterfinals,7347,2021
Strike Arabia Championship: Finals,450,Main Event,897,Upper Bracket Semifinals,7348,2021
Strike Arabia Championship: Finals,450,Main Event,897,Upper Finals,7349,2021
Strike Arabia Championship: Season 1,423,All Stages,,All Match Types,,2021
Strike Arabia Championship: Season 1,423,GCC and Iraq,853,Grand Finals,4048,2021
Strike Arabia Championship: Season 1,423,GCC and Iraq,853,Lower Bracket Final,4047,2021
Strike Arabia Championship: Season 1,423,GCC and Iraq,853,Lower Bracket Round 1,4044,2021
Strike Arabia Championship: Season 1,423,GCC and Iraq,853,Lower Bracket Round 2,4045,2021
Strike Arabia Championship: Season 1,423,GCC and Iraq,853,Lower Bracket Round 3,4046,2021
Strike Arabia Championship: Season 1,423,GCC and Iraq,853,Upper Bracket Final,4043,2021
Strike Arabia Championship: Season 1,423,GCC and Iraq,853,Upper Bracket Quarterfinals,4041,2021
Strike Arabia Championship: Season 1,423,GCC and Iraq,853,Upper Bracket Semifinals,4042,2021
Strike Arabia Championship: Season 1,423,Levant and Egypt,854,Grand Finals,4040,2021
Strike Arabia Championship: Season 1,423,Levant and Egypt,854,Lower Bracket Final,4039,2021
Strike Arabia Championship: Season 1,423,Levant and Egypt,854,Lower Bracket Round 1,4036,2021
Strike Arabia Championship: Season 1,423,Levant and Egypt,854,Lower Bracket Round 2,4037,2021
Strike Arabia Championship: Season 1,423,Levant and Egypt,854,Lower Bracket Round 3,4038,2021
Strike Arabia Championship: Season 1,423,Levant and Egypt,854,Upper Bracket Finals,4035,2021
Strike Arabia Championship: Season 1,423,Levant and Egypt,854,Upper Bracket Quarterfinals,4033,2021
Strike Arabia Championship: Season 1,423,Levant and Egypt,854,Upper Bracket Semifinals,4034,2021
Strike Arabia Championship: Season 1,423,North Africa,855,Grand Finals,4032,2021
Strike Arabia Championship: Season 1,423,North Africa,855,Lower Bracket Final,4031,2021
Strike Arabia Championship: Season 1,423,North Africa,855,Lower Bracket Round 1,4028,2021
Strike Arabia Championship: Season 1,423,North Africa,855,Lower Bracket Round 2,4029,2021
Strike Arabia Championship: Season 1,423,North Africa,855,Lower Bracket Round 3,4030,2021
Strike Arabia Championship: Season 1,423,North Africa,855,Upper Bracket Finals,4027,2021
Strike Arabia Championship: Season 1,423,North Africa,855,Upper Bracket Quarterfinals,4025,2021
Strike Arabia Championship: Season 1,423,North Africa,855,Upper Bracket Semifinals,4026,2021
Strike Arabia Championship: Season 2,469,All Stages,,All Match Types,,2021
Strike Arabia Championship: Season 2,469,GCC and Iraq,927,Grand Final,5806,2021
Strike Arabia Championship: Season 2,469,GCC and Iraq,927,Lower Bracket Final,5805,2021
Strike Arabia Championship: Season 2,469,GCC and Iraq,927,Lower Bracket Round 1,5719,2021
Strike Arabia Championship: Season 2,469,GCC and Iraq,927,Lower Bracket Round 2,5720,2021
Strike Arabia Championship: Season 2,469,GCC and Iraq,927,Lower Bracket Round 3,5804,2021
Strike Arabia Championship: Season 2,469,GCC and Iraq,927,Upper Bracket Final,5778,2021
Strike Arabia Championship: Season 2,469,GCC and Iraq,927,Upper Bracket Quarterfinals,5704,2021
Strike Arabia Championship: Season 2,469,GCC and Iraq,927,Upper Bracket Semifinals,5718,2021
Strike Arabia Championship: Season 2,469,Levant and Egypt,928,Grand Final,5803,2021
Strike Arabia Championship: Season 2,469,Levant and Egypt,928,Lower Bracket Final,5801,2021
Strike Arabia Championship: Season 2,469,Levant and Egypt,928,Lower Bracket Round 1,5722,2021
Strike Arabia Championship: Season 2,469,Levant and Egypt,928,Lower Bracket Round 2,5723,2021
Strike Arabia Championship: Season 2,469,Levant and Egypt,928,Lower Bracket Round 3,5802,2021
Strike Arabia Championship: Season 2,469,Levant and Egypt,928,Upper Bracket Final,5779,2021
Strike Arabia Championship: Season 2,469,Levant and Egypt,928,Upper Bracket Quarterfinals,5706,2021
Strike Arabia Championship: Season 2,469,Levant and Egypt,928,Upper Bracket Semifinals,5721,2021
Strike Arabia Championship: Season 2,469,North Africa,929,Grand Final,5800,2021
Strike Arabia Championship: Season 2,469,North Africa,929,Lower Bracket Round 1,5725,2021
Strike Arabia Championship: Season 2,469,North Africa,929,Lower Bracket Round 2,5726,2021
Strike Arabia Championship: Season 2,469,North Africa,929,Lower Final,5799,2021
Strike Arabia Championship: Season 2,469,North Africa,929,Lower Round 3,5798,2021
Strike Arabia Championship: Season 2,469,North Africa,929,Upper Bracket Final,5780,2021
Strike Arabia Championship: Season 2,469,North Africa,929,Upper Bracket Quarterfinals,5705,2021
Strike Arabia Championship: Season 2,469,North Africa,929,Upper Bracket Semifinals,5724,2021
Strike Arabia League: Season 1,477,All Stages,,All Match Types,,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 1,4649,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 10,4658,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 11,4659,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 12,4660,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 13,4661,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 14,4662,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 2,4650,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 3,4651,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 4,4652,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 5,4653,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 6,4654,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 7,4655,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 8,4656,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 9,4657,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 1,4664,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 10,4673,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 11,4674,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 12,4675,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 13,4676,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 14,4677,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 2,4665,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 3,4666,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 4,4667,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 5,4668,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 6,4669,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 7,4670,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 8,4671,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 9,4672,2021
Strike Arabia League: Season 3,664,All Stages,,All Match Types,,2021
Strike Arabia League: Season 3,664,GCC and Iraq,1323,Group Stage,7201,2021
Strike Arabia League: Season 3,664,Levant and North Africa,1324,Group Stage,7202,2021
Valorant Champions 2021,449,All Stages,,All Match Types,,2021
Valorant Champions 2021,449,Group Stage,945,Decider (A),8263,2021
Valorant Champions 2021,449,Group Stage,945,Decider (B),8267,2021
Valorant Champions 2021,449,Group Stage,945,Decider (C),8271,2021
Valorant Champions 2021,449,Group Stage,945,Decider (D),8275,2021
Valorant Champions 2021,449,Group Stage,945,Elimination (A),8262,2021
Valorant Champions 2021,449,Group Stage,945,Elimination (B),8266,2021
Valorant Champions 2021,449,Group Stage,945,Elimination (C),8270,2021
Valorant Champions 2021,449,Group Stage,945,Elimination (D),8274,2021
Valorant Champions 2021,449,Group Stage,945,Opening (A),8260,2021
Valorant Champions 2021,449,Group Stage,945,Opening (B),8264,2021
Valorant Champions 2021,449,Group Stage,945,Opening (C),8268,2021
Valorant Champions 2021,449,Group Stage,945,Opening (D),8272,2021
Valorant Champions 2021,449,Group Stage,945,Winner's (A),8261,2021
Valorant Champions 2021,449,Group Stage,945,Winner's (B),8265,2021
Valorant Champions 2021,449,Group Stage,945,Winner's (C),8269,2021
Valorant Champions 2021,449,Group Stage,945,Winner's (D),8273,2021
Valorant Champions 2021,449,Playoffs,1486,Grand Final,8278,2021
Valorant Champions 2021,449,Playoffs,1486,Quarterfinals,8276,2021
Valorant Champions 2021,449,Playoffs,1486,Semifinals,8277,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,All Stages,,All Match Types,,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Grand Final,4687,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Lower Final,4686,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Lower Round 1,4682,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Lower Round 2,4683,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Lower Round 3,4684,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Lower Round 4,5049,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Upper Final,4681,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Upper Quarterfinals,4679,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Upper Round 1,5050,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Upper Semifinals,4680,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,All Stages,,All Match Types,,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Decider (A),7117,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Decider (B),7118,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Decider (C),7119,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Elimination (A),7113,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Elimination (B),7114,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Elimination (C),7115,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Group D,7256,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Opening (A),7105,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Opening (B),7106,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Opening (C),7107,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Winner's (A),7109,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Winner's (B),7110,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Winner's (C),7111,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Playoffs,1303,Grand Final,7123,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Playoffs,1303,Quarterfinals,7121,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Playoffs,1303,Semifinals,7122,2021
Valorant Conquerors Championship,557,All Stages,,All Match Types,,2021
Valorant Conquerors Championship,557,Bangladesh Qualifier,1180,Grand Final,6490,2021
Valorant Conquerors Championship,557,Bangladesh Qualifier,1180,Quarterfinals,6488,2021
Valorant Conquerors Championship,557,Bangladesh Qualifier,1180,Semifinals,6489,2021
Valorant Conquerors Championship,557,Group Stage,1093,Decider (A),6898,2021
Valorant Conquerors Championship,557,Group Stage,1093,Decider (B),6902,2021
Valorant Conquerors Championship,557,Group Stage,1093,Elimination (A),6897,2021
Valorant Conquerors Championship,557,Group Stage,1093,Elimination (B),6901,2021
Valorant Conquerors Championship,557,Group Stage,1093,Opening (A),6895,2021
Valorant Conquerors Championship,557,Group Stage,1093,Opening (B),6899,2021
Valorant Conquerors Championship,557,Group Stage,1093,Winner's (A),6896,2021
Valorant Conquerors Championship,557,Group Stage,1093,Winner's (B),6900,2021
Valorant Conquerors Championship,557,India Qualifier #1,1176,Grand Final,5828,2021
Valorant Conquerors Championship,557,India Qualifier #1,1176,Quarterfinals,5826,2021
Valorant Conquerors Championship,557,India Qualifier #1,1176,Round of 16,5825,2021
Valorant Conquerors Championship,557,India Qualifier #1,1176,Semifinals,5827,2021
Valorant Conquerors Championship,557,India Qualifier #2,1182,Consolation Final,6726,2021
Valorant Conquerors Championship,557,India Qualifier #2,1182,Grand Final,6717,2021
Valorant Conquerors Championship,557,India Qualifier #2,1182,Quarterfinals,6715,2021
Valorant Conquerors Championship,557,India Qualifier #2,1182,Round of 16,6714,2021
Valorant Conquerors Championship,557,India Qualifier #2,1182,Semifinals,6716,2021
Valorant Conquerors Championship,557,Nepal and Bhutan Qualifier,1178,Grand Final,6436,2021
Valorant Conquerors Championship,557,Nepal and Bhutan Qualifier,1178,Quarterfinals,6434,2021
Valorant Conquerors Championship,557,Nepal and Bhutan Qualifier,1178,Semifinals,6435,2021
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #1,1177,Grand Final,5947,2021
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #1,1177,Quarterfinals,5945,2021
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #1,1177,Semifinals,5946,2021
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #2,1181,Consolation Final,6688,2021
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #2,1181,Grand Final,6689,2021
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #2,1181,Quarterfinals,6686,2021
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #2,1181,Semifinals,6687,2021
Valorant Conquerors Championship,557,Playoffs,1302,Grand Final,6984,2021
Valorant Conquerors Championship,557,Playoffs,1302,Lower Bracket Final,6983,2021
Valorant Conquerors Championship,557,Playoffs,1302,Lower Bracket Round 1,6982,2021
Valorant Conquerors Championship,557,Playoffs,1302,Upper Bracket Final,6981,2021
Valorant Conquerors Championship,557,Playoffs,1302,Upper Bracket Semifinals,6980,2021
Valorant Conquerors Championship,557,Sri Lanka and Maldives Qualifier,1179,Grand Final,6439,2021
Valorant Conquerors Championship,557,Sri Lanka and Maldives Qualifier,1179,Quarterfinals,6437,2021
Valorant Conquerors Championship,557,Sri Lanka and Maldives Qualifier,1179,Semifinals,6438,2021
Valorant Conquerors Championship,557,Wildcard Qualifier,1183,Grand Final,6804,2021
Valorant Conquerors Championship,557,Wildcard Qualifier,1183,Lower Final,6808,2021
Valorant Conquerors Championship,557,Wildcard Qualifier,1183,Lower Round 1,6805,2021
Valorant Conquerors Championship,557,Wildcard Qualifier,1183,Lower Round 2,6806,2021
Valorant Conquerors Championship,557,Wildcard Qualifier,1183,Lower Round 3,6807,2021
Valorant Conquerors Championship,557,Wildcard Qualifier,1183,Upper Final,6803,2021
Valorant Conquerors Championship,557,Wildcard Qualifier,1183,Upper Quarterfinals,6801,2021
Valorant Conquerors Championship,557,Wildcard Qualifier,1183,Upper Semifinals,6802,2021
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,All Stages,,All Match Types,,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Decider (A),10009,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Decider (B),10010,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Decider (C),10011,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Decider (D),10012,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Elimination (A),10005,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Elimination (B),10006,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Elimination (C),10007,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Elimination (D),10008,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Opening (A),9997,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Opening (B),9998,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Opening (C),9999,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Opening (D),10000,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Winner's (A),10001,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Winner's (B),10002,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Winner's (D),10004,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753,Grand Finals,10016,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753,Lower Bracket Finals,10020,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753,Lower Bracket Round 1,10017,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753,Lower Bracket Round 2,10018,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753,Lower Bracket Round 3,10019,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753,Upper Bracket Finals,10015,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753,Upper Bracket Quarterfinals,10013,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753,Upper Bracket Semifinals,10014,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Play-Ins,1778,Decider (A),9995,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Play-Ins,1778,Decider (B),9996,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Play-Ins,1778,Elimination (A),9993,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Play-Ins,1778,Elimination (B),9994,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Play-Ins,1778,Opening (A),9989,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Play-Ins,1778,Opening (B),9990,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Play-Ins,1778,Winner's (A),9991,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Play-Ins,1778,Winner's (B),9992,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,All Stages,,All Match Types,,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060,Decider (A),12091,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060,Decider (B),12095,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060,Decider (C),12099,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060,Decider (D),12103,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060,Elimination (A),12090,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060,Elimination (B),12094,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060,Elimination (C),12098,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060,Elimination (D),12102,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060,Opening (A),12088,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060,Opening (B),12092,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060,Opening (C),12096,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060,Opening (D),12100,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060,Winner's (A),12089,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060,Winner's (B),12093,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060,Winner's (C),12097,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060,Winner's (D),12101,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Play-Ins,2059,Decider (A),11888,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Play-Ins,2059,Decider (B),11892,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Play-Ins,2059,Elimination (A),11887,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Play-Ins,2059,Elimination (B),11891,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Play-Ins,2059,Opening (A),11885,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Play-Ins,2059,Opening (B),11889,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Play-Ins,2059,Winner's (A),11886,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Play-Ins,2059,Winner's (B),11890,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Playoffs,2061,Grand Final,12162,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Playoffs,2061,Lower Final,12161,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Playoffs,2061,Lower Round 1,12158,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Playoffs,2061,Lower Round 2,12159,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Playoffs,2061,Lower Round 3,12160,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Playoffs,2061,Upper Final,12157,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Playoffs,2061,Upper Quarterfinals,12155,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Playoffs,2061,Upper Semifinals,12156,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,All Stages,,All Match Types,,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131,Grand Final,13196,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131,Lower Final,13195,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131,Lower Round 1,13189,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131,Lower Round 2,13191,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131,Lower Round 3,13192,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131,Lower Round 4,13194,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131,Upper Final,13193,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131,Upper Quarterfinals,13188,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131,Upper Round 1,13187,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131,Upper Semifinals,13190,2022
Champions Tour Brazil Stage 1: Challengers 1,829,All Stages,,All Match Types,,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Closed Qualifier #1,1613,Quarterfinals,8890,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Closed Qualifier #1,1613,Semifinals,8891,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Closed Qualifier #2,1614,Quarterfinals,9215,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Closed Qualifier #2,1614,Semifinals,9216,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Group Stage,1604,Week 1,9571,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Group Stage,1604,Week 2,9572,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Group Stage,1604,Week 3,9573,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Group Stage,1604,Week 4,9574,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Group Stage,1604,Week 5,9575,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #1,1602,Quarterfinals,8879,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #1,1602,Round of 16,8878,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #1,1602,Round of 32,8877,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #1,1602,Round of 64,8876,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #1,1602,Semifinals (Decisive),8880,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #2,1603,3rd Place Decider,9095,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #2,1603,Quarterfinals,9093,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #2,1603,Round of 16,9092,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #2,1603,Round of 32,9087,2022
